Game Version,Player ID,Name,Age,Nationality,Overall,Potential,Club,Value In (M),Wage In (K),Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Joined,Contract Valid Until,Release Clause (M),Postion,Height (cm),Weigth (Kg),Attack Rate,Defence Rate
FIFA21,243863,I. Plastun,29,Ukraine,72,72,KAA Gent,2.6,15,Right,1,3,2,No,01/07/2018 00:00,2022,3.9,RCB,193,80,Medium, Medium
FIFA21,199383,T. Klose,32,Switzerland,72,72,Norwich City,2,8,Right,1,3,2,Yes,18/01/2016 00:00,2022,3.8,SUB,193,87,Medium, Medium
FIFA21,172835,M. Andreolli,32,Italy,72,72,Chievo Verona,1.8,10,Right,2,3,2,No,31/01/2019 00:00,2019,3.2,SUB,188,80,Low, Medium
FIFA21,244381,A. Shabanov,28,Ukraine,72,74,Dynamo Kyiv,3.1,500,Right,1,3,2,No,06/01/2018 00:00,2021,7.1,LCB,188,83,Medium, Medium
FIFA21,220061,N. Gyömbér,26,Slovakia,72,72,Perugia,2.9,4,Right,1,3,2,No,14/08/2018 00:00,2021,4.6,RCB,188,74,Medium, Medium
FIFA21,177578,S. Prödl,33,Austria,72,72,Udinese,1.5,12,Right,2,2,2,Yes,04/02/2020 00:00,2021,2.7,SUB,196,97,Low, High
FIFA21,224808,G. Ferrari,28,Italy,72,73,Sassuolo,3,21,Left,1,3,2,No,01/08/2016 00:00,2023,5.3,LCB,188,82,Medium, Medium
FIFA21,199339,M. Riemann,31,Germany,72,72,VfL Bochum 1848,2,10,Right,1,5,1,No,01/07/2015 00:00,2021,3.2,GK,185,83,Medium, Medium
FIFA21,224378,M. Bani,26,Italy,72,75,Bologna,3.4,20,Right,1,3,2,No,01/07/2019 00:00,2023,6.4,LCB,188,81,Medium, Medium
FIFA21,183774,R. Bennett,30,England,72,72,Wolverhampton Wanderers,2.5,43,Right,1,2,2,Yes,01/07/2017 00:00,2021,4.8,RES,188,78,Low, Medium
FIFA21,198625,S. Bain,28,Scotland,72,74,Celtic,2.7,27,Right,1,3,1,No,01/07/2018 00:00,2023,5.1,SUB,180,84,Medium, Medium
FIFA21,228279,J. Drommel,23,Netherlands,72,79,FC Twente,3.3,5,Right,1,3,1,No,20/03/2014 00:00,2021,5.4,GK,193,90,Medium, Medium
FIFA21,197851,A. Hayashi,33,Japan,72,72,FC Tokyo,1.7,6,Right,1,3,1,Yes,01/01/2017 00:00,2021,2.1,GK,196,93,Medium, Medium
FIFA21,194730,Juan Carlos,32,Spain,72,72,Girona FC,1.9,6,Right,1,3,1,No,01/07/2019 00:00,2021,3,GK,188,82,Medium, Medium
FIFA21,222464,Sivera,23,Spain,72,78,Deportivo Alavés,3.2,10,Right,1,3,1,No,19/07/2017 00:00,2021,7.4,SUB,183,75,Medium, Medium
FIFA21,156253,J. Lewis,32,England,72,72,Aberdeen,1.9,5,Right,1,3,1,No,15/06/2016 00:00,2024,3.3,GK,198,85,Medium, Medium
FIFA21,223573,Munir,31,Morocco,72,72,Hatayspor,2,8,Right,1,3,1,No,05/09/2020 00:00,2020,3.9,GK,190,89,Medium, Medium
FIFA21,206272,C. Bălgrădean,32,Romania,72,72,CFR Cluj,1.9,9,Right,1,3,1,No,14/07/2020 00:00,2022,2.7,GK,188,88,Medium, Medium
FIFA21,194934,Dani Jiménez,30,Spain,72,72,AD Alcorcón,2.1,6,Right,1,3,1,No,03/07/2015 00:00,2022,3.3,GK,178,72,Medium, Medium
FIFA21,220048,S. Scuffet,24,Italy,72,79,Udinese,3.3,8,Right,2,2,1,No,01/07/2013 00:00,2022,6.6,SUB,193,77,Medium, Medium
FIFA21,222411,J. Prior,24,France,72,78,Valenciennes FC,3.2,3,Left,1,3,1,No,26/06/2019 00:00,2021,6.2,GK,188,86,Medium, Medium
FIFA21,188524,V. Babacan,31,Turkey,72,72,Medipol Başakşehir FK,2,19,Right,2,2,1,No,11/07/2014 00:00,2021,3.8,SUB,193,86,Medium, Medium
FIFA21,217805,A. Martín Arias,27,Argentina,72,75,Unión La Calera,2.7,2,Right,1,3,1,No,10/01/2020 00:00,2022,3.8,GK,185,79,Medium, Medium
FIFA21,190780,S. Johnson,31,United States,72,72,New York City FC,2,5,Right,1,2,1,Yes,12/12/2016 00:00,2023,3,GK,190,98,Medium, Medium
FIFA21,185427,O. Nyland,29,Norway,72,72,Aston Villa,2.2,29,Right,1,4,1,Yes,07/08/2018 00:00,2021,4.2,SUB,193,90,Medium, Medium
FIFA21,204549,D. Roef,26,Belgium,72,75,KAA Gent,2.8,12,Right,1,3,1,No,07/07/2020 00:00,2023,4.4,GK,188,87,Medium, Medium
FIFA21,215069,R. Rey,29,Argentina,72,73,PAOK,2.5,500,Right,1,3,1,No,21/01/2020 00:00,2021,5.7,RES,190,73,Medium, Medium
FIFA21,192129,K. Nordfeldt,31,Sweden,72,72,Gençlerbirliği SK,2,10,Right,2,3,1,Yes,16/01/2020 00:00,2021,4,GK,188,87,Medium, Medium
FIFA21,188400,T. Kaminski,27,Belgium,72,74,Blackburn Rovers,2.6,22,Right,1,3,1,No,26/08/2020 00:00,2022,5.1,GK,188,70,Medium, Medium
FIFA21,184436,A. Smithies,30,England,72,73,Cardiff City,2.4,15,Right,1,2,1,Yes,28/06/2018 00:00,2022,4.7,GK,188,88,Medium, Medium
FIFA21,183475,S. Grytebust,30,Norway,72,72,FC København,2.1,11,Right,1,2,1,No,01/07/2019 00:00,2022,2.7,SUB,185,82,Medium, Medium
FIFA21,167666,J. Carrizo,34,Argentina,72,72,Monterrey,1.3,20,Right,2,3,1,No,01/07/2017 00:00,2019,2.1,SUB,188,87,Medium, Medium
FIFA21,142258,S. Bossut,34,Belgium,72,72,SV Zulte-Waregem,1.4,8,Right,1,3,1,No,01/07/2006 00:00,2021,2.1,SUB,188,80,Medium, Medium
FIFA21,226285,R. Gudiño,24,Mexico,72,79,Guadalajara,3.3,19,Right,1,1,1,No,01/07/2018 00:00,2021,6.3,GK,196,92,Medium, Medium
FIFA21,229637,G. Akkan,25,Turkey,72,75,Çaykur Rizespor,2.9,8,Right,1,2,1,No,01/07/2015 00:00,2022,6,GK,185,80,Medium, Medium
FIFA21,199103,A. Domínguez,33,Ecuador,72,72,Vélez Sarsfield,1.7,9,Right,1,3,1,No,23/07/2018 00:00,2021,2.6,SUB,196,84,Medium, Medium
FIFA21,190435,Tomeu Nadal,31,Spain,72,72,Albacete BP,2,5,Right,1,3,1,No,01/07/2016 00:00,2022,3.1,GK,188,82,Medium, Medium
FIFA21,155871,B. Białkowski,32,Poland,72,72,Millwall,1.9,8,Right,1,3,1,No,27/01/2020 00:00,2021,3.6,GK,193,86,Medium, Medium
FIFA21,215417,C. Mathenia,28,Germany,72,74,1. FC Nürnberg,2.7,8,Right,2,1,1,No,01/07/2018 00:00,2024,4.5,GK,188,89,Medium, Medium
FIFA21,158777,P. Tschauner,34,Germany,72,72,RB Leipzig,1.4,23,Right,1,3,1,No,30/07/2019 00:00,2021,2.4,SUB,196,100,Medium, Medium
FIFA21,193786,F. Bardi,27,Italy,72,72,Frosinone,2.2,3,Right,1,1,1,No,01/07/2018 00:00,2022,3.5,GK,188,80,Medium, Medium
FIFA21,215363,L. Montipò,24,Italy,72,79,Benevento,3.3,8,Right,1,1,1,No,03/07/2019 00:00,2021,6.6,GK,190,82,Medium, Medium
FIFA21,238013,Jandrei,26,Brazil,72,77,Genoa,3,9,Right,1,2,1,No,30/01/2019 00:00,2021,5.3,SUB,185,76,Medium, Medium
FIFA21,214983,M. Ibáñez,33,Argentina,72,72,Racing Club,1.7,10,Right,1,2,1,No,16/08/2020 00:00,2021,2.4,SUB,190,88,Medium, Medium
FIFA21,189342,C. Pinsoglio,30,Italy,72,72,Juventus,2.1,32,Left,1,2,1,No,01/07/2014 00:00,2021,3.5,RES,193,85,Medium, Medium
FIFA21,200332,T. Koubek,27,Czech Republic,72,74,FC Augsburg,2.6,14,Right,1,2,1,No,06/08/2019 00:00,2024,4.9,SUB,198,95,Medium, Medium
FIFA21,189061,S. Burchert,30,Germany,72,72,SpVgg Greuther Fürth,2.1,6,Right,1,3,1,No,01/07/2016 00:00,2022,3.3,GK,188,78,Medium, Medium
FIFA21,178566,J. García,32,Argentina,72,72,Racing Club,1.9,11,Right,1,1,1,Yes,23/08/2017 00:00,2020,2.7,SUB,183,78,Medium, Medium
FIFA21,197641,B. Leroy,31,France,72,72,AC Ajaccio,2,4,Right,1,3,1,No,01/07/2018 00:00,2023,3.5,GK,183,74,Medium, Medium
FIFA21,222546,L. Zingerle,26,Germany,72,74,SC Paderborn 07,2.7,11,Right,1,3,1,No,01/07/2017 00:00,2021,4.5,GK,185,78,Medium, Medium
FIFA21,206561,C. Walton,24,England,72,80,Brighton & Hove Albion,3.5,22,Left,1,2,1,No,01/07/2013 00:00,2021,7.4,RES,196,72,Medium, Medium
FIFA21,244385,G. Bushchan,26,Ukraine,72,77,Dynamo Kyiv,3,500,Right,1,3,1,No,01/07/2011 00:00,2023,6.8,GK,196,93,Medium, Medium
FIFA22,193337,J. Obi,30,Nigeria,72,72,US Salernitana 1919,2.2,28,Left,1,3,3,No,21/07/2021 00:00,2022,4,SUB,177,75,High, High
FIFA22,187492,D. Kombarov,31,Russia,72,72,Spartak Moskva,2,1,Left,2,2,4,No,01/08/2010 00:00,2020,4.5,SUB,182,75,High, Low
FIFA22,202135,S. Sturaro,28,Italy,72,72,Genoa,2.3,13,Right,2,3,3,Yes,06/02/2019 00:00,2022,4.1,SUB,181,75,High, High
FIFA22,235297,M. Bero,25,Slovakia,72,75,Vitesse,3.1,12,Right,1,3,3,No,03/07/2018 00:00,2022,4.9,RCM,181,75,Medium, High
FIFA22,182632,Rúben Ribeiro,33,Portugal,72,72,Atakaş Hatayspor,1.4,11,Right,1,4,4,No,18/08/2020 00:00,2022,2.8,LCM,175,75,Medium, Medium
FIFA22,223517,Danilo,24,Brazil,72,76,OGC Nice,3.3,20,Right,1,3,3,No,01/07/2018 00:00,2023,6.5,SUB,182,75,Low, Medium
FIFA22,213209,K. Acosta,25,United States,72,77,Colorado Rapids,3.1,6,Right,1,5,3,Yes,23/07/2018 00:00,2021,4.9,LCM,178,75,Medium, Medium
FIFA22,204542,Y. Yotún,31,Peru,72,72,Cruz Azul,1.9,39,Left,1,1,3,Yes,01/01/2019 00:00,2022,3.2,LCM,173,75,Medium, High
FIFA22,223017,O. Şahiner,29,Turkey,72,72,İstanbul Başakşehir FK,2.3,26,Right,1,3,3,No,26/01/2021 00:00,2023,4.6,RB,175,75,High, High
FIFA22,201043,B. Dejaegere,30,Belgium,72,72,Toulouse Football Club,2.2,6,Right,1,4,4,No,01/06/2021 00:00,2025,3.9,LCM,174,75,High, High
FIFA22,192587,A. Ioniță,30,Moldova,72,72,Benevento,2.2,13,Right,2,4,3,No,01/09/2020 00:00,2023,4,LDM,184,75,Medium, High
FIFA22,223682,Granell,32,Spain,72,72,Club Bolívar,1.6,900,Left,1,4,3,Yes,06/10/2020 00:00,2021,3.4,SUB,175,75,Medium, Medium
FIFA22,212045,C. Højer,26,Denmark,72,74,AC Sparta Praha,2.7,750,Left,1,2,3,No,01/07/2021 00:00,2024,6.1,LB,184,75,High, Medium
FIFA22,235210,Pedrinho,28,Portugal,72,72,Gil Vicente FC,2.4,9,Right,1,3,3,No,23/01/2021 00:00,2022,4.9,LCM,170,75,High, High
FIFA22,210831,B. Verstraete,27,Belgium,72,75,Royal Antwerp FC,2.7,14,Right,1,3,3,No,01/07/2021 00:00,2024,4.3,RCM,175,75,High, High
FIFA22,163209,S. Naismith,32,Scotland,72,72,Heart of Midlothian,2.5,8,Right,2,3,3,Yes,01/08/2019 00:00,2023,4.4,SUB,178,75,High, High
FIFA22,215018,B. Alemán,31,Uruguay,72,72,Gimnasia y Esgrima La Plata,1.9,13,Left,1,3,3,No,03/08/2019 00:00,2022,2.9,LCM,176,75,High, Medium
FIFA22,199183,Kim Bo Kyung,31,Korea Republic,72,72,Jeonbuk Hyundai Motors,1.9,9,Left,1,4,4,No,05/01/2020 00:00,2022,2.5,CM,176,75,High, Medium
FIFA22,251139,J. Soraire,32,Argentina,72,72,Club Atlético Central Córdoba,1.8,11,Right,1,5,3,No,15/06/2021 00:00,2022,2.6,RCM,175,75,High, High
FIFA22,192767,T. Doumbia,28,Mali,72,72,Dinamo Zagreb,2.5,1,Right,1,3,3,No,24/07/2017 00:00,2019,5.5,RES,192,75,High, High
FIFA22,219571,Camarasa,27,Spain,72,73,Real Betis Balompié,2.7,16,Right,1,3,3,Yes,01/07/2017 00:00,2022,5.9,SUB,183,75,High, Medium
FIFA22,206463,J. Dudziak,25,Tunisia,72,75,SpVgg Greuther Fürth,3.1,17,Left,1,3,3,No,16/08/2021 00:00,2024,5.8,SUB,176,75,High, Medium
FIFA22,216334,P. Gerkens,26,Belgium,72,74,Royal Antwerp FC,2.9,15,Right,1,3,3,No,12/08/2020 00:00,2023,4.6,SUB,180,75,High, High
FIFA22,198455,J. Larsson,31,Sweden,72,72,IF Elfsborg,1.7,4,Right,1,4,3,No,26/02/2020 00:00,2022,2.1,RB,182,75,High, Medium
FIFA22,225555,A. Oğuz,28,Turkey,72,72,Demir Grup Sivasspor,2.1,13,Right,1,3,3,No,11/01/2021 00:00,2022,4.2,RB,176,75,High, Medium
FIFA22,195620,R. Krishna,33,Fiji,72,72,ATK Mohun Bagan FC,1.5,3,Right,1,4,4,No,18/06/2019 00:00,2022,2,LS,169,75,High, High
FIFA22,223136,Y. Erdoğan,28,Turkey,72,72,Kasimpaşa SK,2.4,12,Left,1,4,3,No,13/07/2019 00:00,2022,4.8,RM,171,75,High, Medium
FIFA22,237566,K. Zachariassen,27,Norway,72,73,Ferencvárosi TC,2.4,750,Right,1,3,3,No,15/07/2021 00:00,2024,5.5,RDM,180,75,High, High
FIFA22,207876,A. González,28,Venezuela,72,72,Málaga CF,2.1,7,Right,1,4,3,No,04/01/2021 00:00,2022,3.4,SUB,177,75,High, Medium
FIFA22,205551,Álvaro Lemos,28,Spain,72,72,Unión Deportiva Las Palmas,2.1,7,Right,1,3,3,No,02/07/2018 00:00,2022,3.4,SUB,175,75,High, Medium
FIFA22,187043,S. Johansen,30,Norway,72,72,Queens Park Rangers,2.2,14,Left,1,3,3,Yes,24/07/2021 00:00,2024,4.2,LCM,182,75,High, High
FIFA22,189043,D. Brosinski,32,Germany,72,72,1. FSV Mainz 05,1.6,16,Right,1,3,3,Yes,03/07/2014 00:00,2022,2.9,SUB,178,75,Medium, Medium
FIFA22,221944,P. Michorl,26,Austria,72,74,LASK Linz,2.9,19,Left,1,2,2,No,01/07/2015 00:00,2024,4.6,RCM,176,75,High, Medium
FIFA22,236492,Pedro Díaz,23,Spain,72,80,Real Sporting de Gijón,4.9,7,Right,1,3,3,No,01/07/2016 00:00,2025,8.8,RDM,180,75,Medium, Medium
FIFA22,228908,J. Berthomier,31,France,72,72,Clermont Foot 63,1.9,14,Left,1,4,4,No,02/01/2019 00:00,2022,3.8,CAM,177,75,High, Low
FIFA22,226797,V. Malcorra,33,Argentina,72,72,Club Atlético Lanús,1.5,13,Left,1,4,3,Yes,01/07/2021 00:00,2022,2.3,SUB,170,75,Medium, Medium
FIFA22,190593,D. Aleksić,30,Serbia,72,72,İstanbul Başakşehir FK,2.3,25,Left,1,4,3,No,29/08/2019 00:00,2022,4.6,SUB,182,75,High, Medium
FIFA22,196934,O. Özyakup,28,Turkey,72,72,Beşiktaş JK,2.3,30,Right,2,4,4,No,08/06/2012 00:00,2022,4.4,SUB,180,75,Medium, Medium
FIFA22,177569,J. de Guzmán,31,Netherlands,72,72,Eintracht Frankfurt,2.7,23,Right,2,4,3,Yes,10/07/2017 00:00,2020,4.6,SUB,173,75,High, Medium
FIFA22,201223,A. Acquah,29,Ghana,72,72,Al Batin,2,12,Right,1,2,3,No,06/07/2021 00:00,2023,3.3,LCM,179,75,Medium, High
FIFA22,214006,Y. Candelo,29,Colombia,72,72,Atlético Nacional,2.3,2,Right,1,3,3,No,24/07/2018 00:00,2023,3.1,SUB,172,75,High, Medium
FIFA22,251675,Douglas Augusto,24,Brazil,72,76,PAOK,3.3,900,Left,1,3,2,No,01/07/2019 00:00,2023,7.5,SUB,174,75,Medium, Medium
FIFA22,239845,K. Galanopoulos,23,Greece,72,78,AEK Athens,3.7,850,Right,1,3,3,No,21/08/2015 00:00,2023,8.9,RCM,172,75,High, Medium
FIFA22,222987,H. Yamaguchi,30,Japan,72,72,Vissel Kobe,2,7,Right,1,3,3,No,05/01/2019 00:00,2022,2.6,SUB,173,75,Medium, Medium
FIFA22,223247,N. Acevedo,32,Argentina,72,72,Godoy Cruz,1.8,9,Right,1,4,3,No,07/07/2021 00:00,2022,2.7,LDM,170,75,Medium, Medium
FIFA22,193884,S. Clucas,30,England,72,72,Stoke City,2.2,21,Left,1,4,3,No,09/08/2018 00:00,2023,4.2,SUB,188,75,Medium, High
FIFA22,224756,A. Lusamba,24,France,72,76,Amiens SC,3.3,5,Right,1,3,4,No,20/10/2020 00:00,2022,6.2,RCM,179,75,Medium, Medium
FIFA22,212226,D. Nistor,33,Romania,72,72,Universitatea Craiova,1.4,12,Right,1,4,3,No,21/01/2020 00:00,2022,1.9,CM,174,75,High, Medium
FIFA22,211354,M. Benassi,26,Italy,72,73,Fiorentina,2.7,33,Right,2,3,3,No,09/08/2017 00:00,2024,4.8,SUB,184,75,High, Medium
FIFA22,183916,J. Pied,32,France,72,72,LOSC Lille,1.6,21,Right,1,3,2,No,31/08/2018 00:00,2022,3,SUB,173,75,Medium, Medium
FIFA22,183346,F. Frei,32,Switzerland,72,72,FC Basel 1893,1.6,10,Right,1,3,3,No,01/01/2018 00:00,2022,2.4,RDM,183,75,Medium, Medium
FIFA22,193860,T. Schick,31,Austria,72,72,SK Rapid Wien,1.9,21,Right,1,4,3,No,01/07/2019 00:00,2022,2.9,RM,180,75,High, Medium
FIFA22,223756,M. Schulz,26,Germany,72,77,FC Luzern,3.1,11,Right,1,3,2,No,10/07/2017 00:00,2022,4.9,CDM,186,75,High, Medium
FIFA22,222457,B. Mensah,26,Ghana,72,75,Yukatel Kayserispor,3.1,11,Right,1,3,4,No,22/07/2019 00:00,2022,6.4,CAM,180,75,High, Medium
FIFA22,192241,R. Grant,30,Australia,72,72,Sydney FC,2,7,Right,1,3,3,No,25/09/2020 00:00,2022,2.5,RB,176,75,High, Medium
FIFA22,204555,R. Álvarez,33,Argentina,72,72,Vélez Sarsfield,1.4,11,Left,2,2,4,Yes,28/01/2020 00:00,2022,2.1,SUB,188,75,High, Medium
FIFA22,216351,D. Antolić,30,Croatia,72,72,Damac FC,2.2,16,Right,1,3,2,No,18/01/2021 00:00,2023,3.6,SUB,180,75,High, High
FIFA22,245058,O. Kiteishvili,25,Georgia,72,76,SK Sturm Graz,3.3,15,Right,1,4,3,No,31/07/2018 00:00,2024,5.2,LM,173,75,High, Medium
FIFA22,199729,D. Royer,31,Austria,72,72,New York Red Bulls,1.9,7,Right,1,4,4,Yes,03/08/2016 00:00,2021,2.8,SUB,177,75,High, High
FIFA22,194063,J. Greguš,30,Slovakia,72,72,Minnesota United FC,2,6,Right,1,4,3,No,13/02/2019 00:00,2022,3,RDM,189,75,Medium, Medium
FIFA22,214302,C. Baeza,27,Chile,72,75,Deportivo Toluca,2.7,14,Right,1,3,3,No,01/01/2021 00:00,2024,4.8,RCM,171,75,Medium, High
FIFA22,211385,R. Durmisi,27,Denmark,72,72,Lazio,2.3,32,Left,1,3,3,Yes,01/06/2018 00:00,2023,3.9,SUB,168,75,High, Medium
FIFA22,239373,Z. Flemming,22,Netherlands,72,78,Fortuna Sittard,3.8,9,Right,1,4,3,No,27/08/2020 00:00,2024,6.3,CAM,185,75,Medium, Medium
FIFA22,213813,A. Fransson,27,Sweden,72,73,IFK Norrköping,2.7,6,Right,1,3,3,No,15/07/2018 00:00,2021,3.6,RCM,180,75,Medium, High
FIFA22,230564,M. Gaćinović,26,Serbia,72,74,TSG Hoffenheim,2.9,23,Right,1,3,4,Yes,04/08/2020 00:00,2024,5.1,SUB,175,75,Medium, High
FIFA22,231070,B. Pittón,28,Argentina,72,72,San Lorenzo de Almagro,2.1,11,Left,1,2,2,No,03/07/2019 00:00,2022,3.2,SUB,174,75,High, Medium
FIFA22,205594,Dener,29,Brazil,72,72,Al Tai,2.3,16,Right,1,3,3,No,19/07/2021 00:00,2023,3.8,LDM,188,75,High, Medium
FIFA22,189680,Fábio,30,Brazil,72,72,FC Nantes,2,17,Right,2,4,3,Yes,18/07/2018 00:00,2022,4,SUB,172,75,Medium, Medium
FIFA22,213711,A. Rocha,28,Mexico,72,72,Club Atlas,2.3,11,Right,1,3,3,No,01/01/2021 00:00,2021,3.9,RCM,170,75,High, High
FIFA22,189468,Daniel Candeias,33,Portugal,72,72,Aytemiz Alanyaspor,1.5,11,Right,1,4,4,No,01/06/2021 00:00,2023,3,SUB,177,75,Medium, High
FIFA22,198240,Raúl Carnero,32,Spain,72,72,Real Valladolid CF,1.6,8,Left,1,2,2,Yes,04/08/2020 00:00,2023,2.6,SUB,180,75,Medium, Medium
FIFA22,223097,F. Cristaldo,24,Argentina,72,75,Club Atlético Huracán,3.2,9,Right,1,3,3,No,12/08/2020 00:00,2022,4.9,LCM,170,75,Medium, Medium
FIFA22,241607,T. Belmonte,23,Argentina,72,81,Club Atlético Lanús,5,11,Right,1,4,3,No,28/10/2017 00:00,2023,8.5,RDM,178,75,High, High
FIFA22,209780,S. Schrijvers,24,Belgium,72,76,Oud-Heverlee Leuven,3.4,11,Right,1,4,4,No,15/01/2021 00:00,2024,5.4,SUB,180,75,Medium, Medium
FIFA22,242429,L. Cacace,20,New Zealand,72,83,Sint-Truidense VV,4.9,8,Left,1,4,3,No,28/08/2020 00:00,2023,8.1,LWB,184,75,High, Medium
FIFA22,223717,D. Toköz,25,Turkey,72,77,Trabzonspor,3.1,16,Right,1,3,3,No,29/07/2021 00:00,2024,6.4,SUB,180,75,High, Medium
FIFA22,238058,C. O'Hare,23,England,72,79,Coventry City,4.7,15,Right,1,3,3,No,15/07/2020 00:00,2023,9.9,CAM,173,75,High, High
FIFA22,228645,L. Görtler,27,Germany,72,73,FC St. Gallen 1879,2.7,9,Right,1,3,3,No,08/07/2019 00:00,2026,4.1,RCM,186,75,High, Medium
FIFA22,247793,Jaime Seoane,24,Spain,72,79,SD Huesca,4.7,8,Right,1,3,3,No,06/08/2019 00:00,2022,8.5,CDM,177,75,Medium, Medium
FIFA22,193062,M. Zeegelaar,30,Netherlands,72,72,Udinese Calcio,2.3,13,Left,1,3,3,Yes,25/01/2020 00:00,2022,4.1,SUB,186,75,High, Medium
FIFA22,202944,O. Hiljemark,28,Sweden,72,72,Aalborg BK,2.3,12,Right,1,3,3,No,05/10/2020 00:00,2023,2.9,SUB,184,75,High, High
FIFA22,201887,D. Johnson,28,Jamaica,72,72,Preston North End,2.4,26,Left,1,3,3,Yes,23/01/2015 00:00,2023,4.6,CAM,174,75,Medium, Medium
FIFA22,198553,C. Gamboa,31,Costa Rica,72,72,VfL Bochum 1848,1.7,16,Right,1,2,3,No,27/08/2019 00:00,2023,3.1,SUB,175,75,High, Medium
FIFA22,190501,N. Krstičić,29,Serbia,72,72,AEK Athens,2.3,1,Left,1,4,3,No,06/01/2019 00:00,2022,5.1,RCM,182,75,Medium, Medium
FIFA22,230289,Santi da Bruma,25,Brazil,72,72,Bahia,2.6,11,Right,1,5,3,No,30/06/2021 00:00,2024,4.9,RW,172,75,High, Low
FIFA22,202994,Han Kyo Won,31,Korea Republic,72,72,Jeonbuk Hyundai Motors,1.9,9,Right,1,3,4,No,05/01/2014 00:00,2023,2.5,SUB,182,75,High, Medium
FIFA22,207722,Cristiano,34,Brazil,72,72,Kashiwa Reysol,1.1,9,Right,1,4,3,No,26/06/2016 00:00,2022,1.4,RF,183,75,High, High
FIFA22,203796,F. Gutiérrez,30,Chile,72,72,Universidad Católica,2.2,10,Left,1,4,3,Yes,19/03/2021 00:00,2022,3.1,LCM,175,75,Medium, Medium
FIFA22,193461,Fredy,31,Angola,72,72,Antalyaspor,1.9,13,Right,1,3,4,No,31/01/2019 00:00,2022,3.8,CAM,170,75,High, High
FIFA22,248573,J. Dina Ebimbe,20,France,72,80,Paris Saint-Germain,5,33,Right,1,3,3,No,17/04/2019 00:00,2023,10.3,RES,175,75,Medium, Medium
FIFA22,217826,J. Laurent,26,England,72,75,Reading,2.8,19,Right,1,3,3,No,28/07/2020 00:00,2022,5.5,LDM,188,75,High, High
FIFA22,199890,N. Lavanchy,27,Switzerland,72,72,FC Lugano,2.3,8,Right,1,3,3,No,01/02/2019 00:00,2022,3.3,RM,174,75,High, Medium
FIFA22,194020,Pelé,29,Guinea Bissau,72,72,AS Monaco,2,30,Right,1,3,3,No,06/07/2018 00:00,2023,3.8,RES,182,75,Low, Medium
FIFA22,226356,M. Fares,25,Algeria,72,75,Genoa,3.1,12,Left,1,3,3,No,31/08/2021 00:00,2026,5.8,LM,183,75,High, Medium
FIFA22,214838,O. Opazo,29,Chile,72,72,Colo-Colo,2.1,7,Right,1,4,3,No,19/06/2017 00:00,2025,2.8,RB,169,75,High, Medium
FIFA22,254048,F. Waller,24,Uruguay,72,76,Club Atlético de San Luis,3.4,11,Left,1,2,3,No,17/07/2021 00:00,2023,6,SUB,174,75,High, High
FIFA22,240095,L. Štulac,26,Slovenia,72,75,Empoli,2.8,29,Right,1,3,2,No,26/07/2019 00:00,2023,5.3,SUB,175,75,Medium, Medium
FIFA22,189595,M. Ekici,29,Turkey,72,72,Fenerbahçe SK,3,42,Right,2,5,3,No,20/06/2017 00:00,2020,5.7,SUB,180,75,High, Medium
FIFA22,232655,S. Juklerød,27,Norway,72,72,KRC Genk,2.5,12,Left,1,3,3,No,01/07/2021 00:00,2025,3.8,SUB,187,75,High, High
FIFA22,200206,Alan Patrick,29,Brazil,72,72,Shakhtar Donetsk,2.3,800,Right,1,3,4,No,01/07/2011 00:00,2022,4.8,SUB,178,75,Medium, Medium
FIFA22,186935,Claudemir,33,Brazil,72,72,FC Vizela,1.2,5,Right,1,3,3,No,27/07/2021 00:00,2022,2.5,LDM,185,75,Low, Medium
FIFA22,156650,Y. Gouffran,32,France,72,72,Göztepe SK,2.4,20,Right,2,3,3,Yes,17/07/2017 00:00,2019,4.8,SUB,176,75,Medium, Medium
FIFA22,192242,P. Lasne,31,France,72,72,Stade Brestois 29,1.9,14,Left,1,4,3,No,13/08/2019 00:00,2021,3.8,RES,186,75,High, High
FIFA22,242725,K. Thorstvedt,22,Norway,72,79,KRC Genk,4.8,11,Left,1,4,3,No,03/01/2020 00:00,2023,8.2,CAM,189,75,High, High
FIFA22,204526,Hervías,28,Spain,72,72,Real Valladolid CF,2.4,9,Right,1,3,4,No,01/07/2019 00:00,2022,3.8,SUB,174,75,High, Medium
FIFA22,207897,A. Jung,29,Germany,72,72,SV Werder Bremen,2,9,Left,1,3,3,No,01/07/2021 00:00,2023,3.2,LB,185,75,Medium, Medium
FIFA22,199231,Kim Tae Hwan,31,Korea Republic,72,72,Ulsan Hyundai FC,1.7,8,Right,1,3,3,No,02/02/2015 00:00,2022,2.2,RB,177,75,High, High
FIFA22,221488,R. Hollingshead,30,United States,72,72,FC Dallas,2,6,Right,1,4,3,No,09/12/2013 00:00,2021,3,LB,185,75,High, High
FIFA22,197813,J. Martin,31,France,72,72,Stade Rennais FC,1.9,29,Right,2,4,3,No,02/09/2019 00:00,2022,3.6,SUB,184,75,Medium, Medium
FIFA22,206506,T. Dingomé,30,France,72,72,ESTAC Troyes,2.2,14,Left,1,3,3,No,05/10/2020 00:00,2023,4.4,SUB,174,75,Medium, Medium
