Game Version,Player ID,Club,Value In (M),Wage In (K),Joined,Contract Valid Until,Release Clause (M)
FIFA22,189462,Reading,1.9,21,19/08/2021 00:00,2022,3.6
FIFA22,207960,Real Sporting de Gijón,2.5,8,01/07/2019 00:00,2023,4
FIFA22,232729,Vélez Sarsfield,2.3,12,07/08/2020 00:00,2021,3.5
FIFA22,192537,Standard de Liège,2.3,14,25/07/2018 00:00,2022,3.5
FIFA22,198128,Al Ain FC,2.3,950,09/07/2019 00:00,2022,4.9
FIFA22,208015,Bursaspor,2.5,15,07/07/2018 00:00,2022,5
FIFA22,226215,CD Leganés,2.3,11,17/08/2020 00:00,2022,3.7
FIFA22,235834,U.C. Sampdoria,3.5,12,01/07/2019 00:00,2024,6.2
FIFA22,256903,SL Benfica,5.5,8,13/01/2019 00:00,2025,14.4
FIFA22,251852,FC Red Bull Salzburg,5.5,13,25/09/2020 00:00,2022,11.7
FIFA22,236773,Trabzonspor,2.7,17,18/08/2021 00:00,2024,5.6
FIFA22,230519,RB Bragantino,2.8,11,05/07/2021 00:00,2024,5.3
FIFA22,219167,Damac FC,1.5,14,24/10/2020 00:00,2022,2.5
FIFA22,222204,Shanghai Shenhua FC,1.9,12,01/02/2011 00:00,2022,2.9
FIFA22,228717,Vissel Kobe,2.4,9,07/08/2021 00:00,2023,3.1
FIFA22,226798,Racing Club,2,13,23/07/2018 00:00,2022,3
FIFA22,183909,Borussia Mönchengladbach,1.9,24,01/07/2014 00:00,2021,3.2
FIFA22,243989,AD Alcorcón,2,8,31/08/2021 00:00,2022,3.1
FIFA22,193847,FC Seoul,1.1,5,05/01/2014 00:00,2021,1.4
FIFA22,238392,KAA Gent,3.2,13,01/07/2019 00:00,2023,5
FIFA22,221753,Fortuna Düsseldorf,2.4,16,17/07/2015 00:00,2022,4
FIFA22,186119,Zagłębie Lubin,2.3,7,01/02/2021 00:00,2021,3.1
FIFA22,206086,Huddersfield Town,2.9,7,17/01/2020 00:00,2022,5.6
FIFA22,215331,Vélez Sarsfield,2,10,26/07/2021 00:00,2022,3
FIFA22,246284,RCD Espanyol de Barcelona,5,11,07/09/2020 00:00,2024,11.5
FIFA22,233250,Sint-Truidense VV,3.3,12,16/07/2019 00:00,2023,5
FIFA22,256287,Club Atlético Colón,5.5,5,29/02/2020 00:00,2023,9.4
FIFA22,232546,Rosario Central,2.3,13,03/07/2019 00:00,2022,3.5
FIFA22,229658,Vancouver Whitecaps FC,2.5,7,17/01/2020 00:00,2021,3.6
FIFA22,201878,Kasimpaşa SK,2.3,12,23/07/2021 00:00,2023,4.6
FIFA22,199419,Stade Malherbe Caen,1.9,6,18/09/2020 00:00,2022,3.3
FIFA22,241522,F.C. København,4.8,15,01/07/2016 00:00,2025,7.2
FIFA22,254548,OGC Nice,4.9,14,31/07/2021 00:00,2026,10.3
FIFA22,211017,Elche CF,2.3,14,31/01/2020 00:00,2021,5.1
FIFA22,225614,PFC CSKA Moscow,3.7,25,26/07/2018 00:00,2022,6.7
FIFA22,199060,AEK Athens,1.1,900,30/06/2021 00:00,2023,2.4
FIFA22,239875,CD Tondela,1.7,6,14/09/2020 00:00,2022,3.6
FIFA22,233314,D.C. United,2.8,6,11/08/2017 00:00,2023,4.4
FIFA22,188334,Cagliari,1.9,20,01/07/2019 00:00,2020,3.2
FIFA22,184035,Club Tijuana,1.7,14,01/01/2021 00:00,2021,2.9
FIFA22,221250,Vélez Sarsfield,2.1,11,20/02/2021 00:00,2021,3.2
FIFA22,189157,Çaykur Rizespor,1.9,11,27/08/2021 00:00,2023,3.8
FIFA22,196952,Swansea City,2.1,20,02/07/2019 00:00,2022,4
FIFA22,204387,SD Huesca,2.2,10,25/08/2021 00:00,2023,3.5
FIFA22,242737,Incheon United FC,2.3,5,25/01/2021 00:00,2022,2.9
FIFA22,204193,Hannover 96,2.3,19,27/08/2021 00:00,2022,3.9
FIFA22,169216,Southampton,1.1,38,14/08/2014 00:00,2022,2.1
FIFA22,212878,Club América,2.5,28,31/01/2019 00:00,2022,4.3
FIFA22,230452,Ceará Sporting Club,2.3,9,07/07/2021 00:00,2024,4.4
FIFA22,210320,Bologna,2.5,20,23/01/2015 00:00,2023,4.4
FIFA22,199439,FC Augsburg,2.5,19,05/07/2017 00:00,2022,4.5
FIFA22,208260,Panathinaikos FC,2.5,600,01/01/2017 00:00,2023,5.7
FIFA22,244709,İttifak Holding Konyaspor,2.3,12,18/07/2018 00:00,2021,4.6
FIFA22,230188,Grêmio,2.1,19,08/07/2021 00:00,2024,4
FIFA22,213582,Arsenal de Sarandí,2.5,9,03/11/2020 00:00,2021,3.6
FIFA22,240017,Bologna,5.5,16,24/07/2019 00:00,2024,10.5
FIFA22,219914,F.C. København,2.5,14,01/01/2019 00:00,2023,4.3
FIFA22,193584,FC St. Pauli,1.9,15,30/09/2020 00:00,2023,2.9
FIFA22,223284,Nîmes Olympique,1.5,6,01/07/2019 00:00,2022,2.7
FIFA22,224368,Stade de Reims,2.6,18,01/07/2018 00:00,2022,5.2
FIFA22,234514,ESTAC Troyes,1.9,13,05/07/2019 00:00,2022,3.8
FIFA22,179551,D.C. United,2,7,08/08/2019 00:00,2021,3
FIFA22,207448,Club Deportivo El Nacional,1.6,650,03/01/2020 00:00,2024,3.4
FIFA22,205212,SD Huesca,1.5,10,01/07/2016 00:00,2023,2.4
FIFA22,221890,Swansea City,2.5,19,31/01/2014 00:00,2024,4.9
FIFA22,224271,LASK Linz,2.4,22,01/07/2017 00:00,2024,3.6
FIFA22,231041,Angers SCO,2.4,18,08/08/2019 00:00,2023,4.8
FIFA22,200073,Standard de Liège,2.8,10,08/01/2016 00:00,2020,4.5
FIFA22,212230,SC Braga,2.6,11,03/08/2020 00:00,2026,5.2
FIFA22,239090,LASK Linz,2.5,18,01/07/2016 00:00,2022,3.9
FIFA22,224980,1. FC Heidenheim 1846,2.5,16,01/07/2017 00:00,2023,4.2
FIFA22,192565,Trabzonspor,2.3,20,31/01/2021 00:00,2023,4.6
FIFA22,232882,Kashima Antlers,3,7,12/01/2016 00:00,2023,4.1
FIFA22,191151,Nottingham Forest,1.6,31,01/08/2019 00:00,2021,3
FIFA22,229179,Puebla FC,2.5,7,01/07/2018 00:00,2022,4.1
FIFA22,197786,AC Monza,1.7,4,01/09/2020 00:00,2023,2.7
FIFA22,225668,West Bromwich Albion,3.7,29,15/10/2020 00:00,2026,7.8
FIFA22,221311,Deportivo Binacional,2.3,750,10/01/2020 00:00,2021,4.9
FIFA22,202088,Fortuna Düsseldorf,2.4,18,29/01/2021 00:00,2023,3.8
FIFA22,172019,Colo-Colo,1.9,7,04/02/2019 00:00,2025,2.7
FIFA22,224967,Deportivo Alavés,2.7,18,20/08/2021 00:00,2024,6.1
FIFA22,224508,Empoli,2.3,35,13/07/2019 00:00,2023,4.1
FIFA22,237973,PFC CSKA Moscow,4.7,25,01/07/2015 00:00,2023,8.5
FIFA22,226662,Royale Union Saint-Gilloise,2.9,11,01/07/2021 00:00,2024,4.4
FIFA22,222982,Lecce,2.7,3,23/06/2021 00:00,2024,4.5
FIFA22,221564,CD Tenerife,3.7,7,30/08/2019 00:00,2022,6.7
FIFA22,239645,Vélez Sarsfield,2.2,11,18/02/2021 00:00,2023,3.5
FIFA22,246606,Rayo Vallecano,5,10,01/07/2021 00:00,2025,12
FIFA22,203751,West Bromwich Albion,2.1,29,28/07/2018 00:00,2024,4
FIFA22,215604,DSC Arminia Bielefeld,2.3,16,01/07/2018 00:00,2022,4.1
FIFA22,230461,Santos,2.8,14,08/07/2021 00:00,2024,5.3
FIFA22,213530,Aarhus GF,2.2,11,17/06/2019 00:00,2024,2.8
FIFA22,241823,Tigres U.A.N.L.,3.5,24,01/01/2021 00:00,2024,6.3
FIFA22,179565,Yukatel Kayserispor,2,12,11/08/2021 00:00,2022,4
FIFA22,251532,BSC Young Boys,3.6,12,14/02/2020 00:00,2023,5.7
FIFA22,230267,Club Athletico Paranaense,2.8,9,07/07/2021 00:00,2024,5.3
FIFA22,198019,SV Sandhausen,2.3,8,08/07/2021 00:00,2025,3.6
FIFA22,220739,Independiente del Valle,2.7,850,13/07/2021 00:00,2026,6
FIFA22,190535,CD Tenerife,1.8,8,18/07/2021 00:00,2023,2.9
FIFA22,199000,KV Kortrijk,2,11,19/08/2020 00:00,2022,2.9
FIFA22,228716,RC Celta de Vigo,2.1,16,01/07/2011 00:00,2023,4.4
FIFA22,231089,RC Strasbourg Alsace,3.7,15,01/07/2018 00:00,2024,8.1
FIFA22,178087,Boavista FC,1.9,8,31/01/2019 00:00,2023,4
FIFA22,199897,Sport-Club Freiburg,1.6,18,01/07/2010 00:00,2025,2.9
FIFA22,213302,New York City FC,2.5,7,07/02/2018 00:00,2021,3.8
FIFA22,231733,Unión Deportiva Almería,3.1,9,10/07/2021 00:00,2024,5.2
FIFA22,228802,FC Lokomotiv Moscow,2.3,29,01/07/2019 00:00,2023,3.7
FIFA22,233800,FK Bodø/Glimt,3.5,4,01/04/2016 00:00,2021,5.1
FIFA22,212023,Chicago Fire Football Club,2.3,7,20/01/2020 00:00,2021,3.3
FIFA22,236038,New York Red Bulls,3.5,5,09/03/2018 00:00,2021,5.8
FIFA22,244257,1. FSV Mainz 05,5,15,01/07/2018 00:00,2024,10
FIFA22,244628,Deportivo Toluca,2.9,15,24/06/2021 00:00,2024,5.1
FIFA22,206222,Elche CF,1.9,13,07/07/2021 00:00,2023,4
FIFA22,228614,VfL Bochum 1848,2.8,18,24/08/2020 00:00,2023,5.3
FIFA22,233483,KAA Gent,2.4,18,01/02/2021 00:00,2023,3.6
FIFA22,186614,Hellas Verona,2,21,01/07/2019 00:00,2022,3.2
FIFA22,258370,PFC CSKA Moscow,4.9,23,25/08/2020 00:00,2025,8.8
FIFA22,204830,RCD Espanyol de Barcelona,2.6,14,01/06/2021 00:00,2024,5.5
FIFA22,234640,Hamburger SV,3.4,11,01/07/2016 00:00,2024,5.7
FIFA22,226747,Atlético Nacional,2,2,08/07/2019 00:00,2022,2.7
FIFA22,199151,Club Universidad Nacional,2.5,11,05/07/2018 00:00,2021,4.3
FIFA22,223495,Clube Sport Marítimo,2.4,8,15/07/2021 00:00,2022,5.2
FIFA22,233411,U.S. Sassuolo Calcio,4.5,17,01/01/2016 00:00,2023,8.6
FIFA22,198145,AEK Athens,2.3,1,16/07/2021 00:00,2024,5.1
FIFA22,212321,Hamburger SV,2.5,10,01/07/2021 00:00,2024,4.2
FIFA22,221797,VfB Stuttgart,2.6,19,18/01/2018 00:00,2022,4.7
FIFA22,221860,FC Augsburg,2.8,16,02/07/2019 00:00,2024,5.3
FIFA22,196144,Portimonense SC,1.5,8,17/08/2019 00:00,2022,4.2
FIFA22,253306,Sporting CP,5.5,7,09/08/2021 00:00,2026,12.1
FIFA22,242530,FC Red Bull Salzburg,5.5,14,31/01/2020 00:00,2024,9.4
FIFA22,183452,Yokohama F. Marinos,3.1,9,09/03/2016 00:00,2020,3.9
FIFA22,239755,Atakaş Hatayspor,2.8,12,24/06/2021 00:00,2024,5.8
FIFA22,229321,Antalyaspor,1.9,13,09/07/2019 00:00,2022,3.8
FIFA22,201818,Fatih Karagümrük S.K.,2.4,12,22/07/2021 00:00,2023,4.8
FIFA22,184089,Standard de Liège,1.9,13,01/07/2018 00:00,2022,2.9
FIFA22,203613,Yeni Malatyaspor,3.2,10,31/01/2018 00:00,2018,6.4
FIFA22,242112,CD Antofagasta,2.8,4,14/01/2018 00:00,2022,4
FIFA22,226419,Junior FC,1.9,3,05/01/2021 00:00,2022,2.7
FIFA22,237456,Sporting CP,3.5,8,31/01/2018 00:00,2022,7.7
FIFA22,241750,Abha Club,2.7,11,12/06/2019 00:00,2022,4.7
FIFA22,199274,Udinese Calcio,2,14,26/07/2019 00:00,2022,3.6
FIFA22,232163,Al Ittihad,2.4,30,30/08/2021 00:00,2024,4.1
FIFA22,230466,Fluminense,2.6,16,07/07/2021 00:00,2024,4.9
FIFA22,199781,Minnesota United FC,1.7,6,13/02/2019 00:00,2022,2.6
FIFA22,217998,Los Angeles FC,2.8,7,02/08/2021 00:00,2026,4.4
FIFA22,237642,FC Basel 1893,4.5,9,02/02/2017 00:00,2022,7.7
FIFA22,189508,LA Galaxy,1.1,7,17/03/2021 00:00,2021,1.7
FIFA22,223206,Club Tijuana,2.4,18,10/07/2021 00:00,2026,4.1
FIFA22,205401,Ulsan Hyundai FC,2.4,9,16/02/2021 00:00,2023,3.1
FIFA22,178051,Dijon FCO,1.6,4,30/07/2021 00:00,2023,2.9
FIFA22,229699,Club América,4.7,27,31/01/2019 00:00,2023,8.9
FIFA22,240100,U.C. Sampdoria,2.5,13,01/09/2020 00:00,2025,4.4
FIFA22,203889,ESTAC Troyes,1.1,15,01/07/2018 00:00,2022,2.2
FIFA22,189388,SV Sandhausen,1.7,6,03/01/2019 00:00,2022,2.6
FIFA22,199027,Sheffield United,2.4,19,21/01/2020 00:00,2022,4.7
FIFA22,212618,Puebla FC,2.3,8,01/07/2021 00:00,2026,3.8
FIFA22,205601,Al Raed,2.3,17,17/07/2021 00:00,2025,3.8
FIFA22,163050,Sheffield United,1,17,25/07/2015 00:00,2022,1.9
FIFA22,219411,Club Brugge KV,2.4,18,31/08/2021 00:00,2022,3.4
FIFA22,224763,Derby County,4.9,9,02/08/2019 00:00,2024,10.3
FIFA22,186961,SPAL,2.3,4,01/07/2018 00:00,2021,3.7
FIFA22,212205,KV Mechelen,2.8,11,01/07/2018 00:00,2026,4.4
FIFA22,239136,Montpellier Hérault SC,4.9,14,01/07/2017 00:00,2023,10.8
FIFA22,213095,Vancouver Whitecaps FC,2.4,8,01/01/2020 00:00,2022,3.5
FIFA22,226430,IFK Norrköping,5.5,5,12/06/2020 00:00,2024,8
FIFA22,256958,FC Porto,6,7,01/07/2019 00:00,2022,15.8
FIFA22,241025,Atlético Tucumán,3.1,9,03/07/2019 00:00,2024,4.9
FIFA22,246145,Chicago Fire Football Club,5.5,5,19/02/2020 00:00,2023,9.1
FIFA22,220513,U.S. Sassuolo Calcio,2.6,24,01/07/2017 00:00,2022,4.3
FIFA22,231600,Watford,2.8,27,02/07/2018 00:00,2023,5.3
FIFA22,216391,Changchun Yatai FC,2.8,9,01/02/2021 00:00,2023,4.6
FIFA22,256035,Stade Rennais FC,5.5,19,16/07/2021 00:00,2026,11.6
FIFA22,223877,West Bromwich Albion,3.2,26,23/07/2019 00:00,2025,6.3
FIFA22,231344,Nîmes Olympique,3.4,6,23/01/2020 00:00,2023,6.4
FIFA22,247182,Eintracht Frankfurt,4.9,13,31/01/2019 00:00,2023,9.3
FIFA22,225456,Clube Sport Marítimo,2.7,9,07/08/2020 00:00,2024,5.9
FIFA22,235432,Stade de Reims,3.3,16,11/06/2019 00:00,2024,7.3
FIFA22,205985,RSC Anderlecht,2.3,18,31/08/2017 00:00,2022,3.5
FIFA22,244376,Dynamo Kyiv,3.5,650,10/07/2015 00:00,2024,8
FIFA22,244186,Legia Warszawa,3.6,8,04/07/2019 00:00,2024,5.3
FIFA22,216275,PSV,2.3,12,01/07/2021 00:00,2024,3.2
FIFA22,192725,RC Strasbourg Alsace,1.6,15,27/08/2021 00:00,2023,3.2
FIFA22,210377,Feyenoord,2.4,9,04/09/2020 00:00,2022,3.6
FIFA22,251990,Portimonense SC,5,5,01/07/2019 00:00,2024,11.5
FIFA22,162409,Real Salt Lake,1.5,7,27/02/2020 00:00,2020,2.2
FIFA22,229218,Spartak Moskva,2.8,37,31/08/2017 00:00,2023,4.4
FIFA22,245062,Club Necaxa,2.1,10,16/01/2020 00:00,2021,3.6
FIFA22,212778,Seongnam FC,2,5,15/07/2021 00:00,2021,2.5
FIFA22,182836,Newcastle United,2,29,08/08/2019 00:00,2021,3.8
FIFA22,253150,KRC Genk,5.5,11,07/07/2021 00:00,2025,9.4
FIFA22,178614,PAOK,1.1,950,21/07/2016 00:00,2022,2.4
FIFA22,178111,FC Metz,1.3,10,25/08/2016 00:00,2018,2.5
FIFA22,208459,Bologna,2.1,21,01/07/2018 00:00,2023,3.6
FIFA22,215703,Shakhtar Donetsk,3.1,650,01/07/2021 00:00,2026,6.7
FIFA22,246728,Shakhtar Donetsk,5,650,01/07/2021 00:00,2026,11.5
FIFA22,222265,Zenit St. Petersburg,3.7,30,15/02/2018 00:00,2022,6.2
FIFA22,202541,Deportivo Alavés,2.3,18,04/10/2020 00:00,2021,4.8
FIFA22,222553,SpVgg Greuther Fürth,2,16,31/08/2021 00:00,2026,3.6
FIFA22,240963,Unión de Santa Fe,2.4,12,01/09/2020 00:00,2021,3.6
FIFA22,211009,Blackburn Rovers,2.7,27,01/06/2012 00:00,2022,5.3
FIFA22,205934,U.C. Sampdoria,2.7,13,01/07/2017 00:00,2024,4.8
FIFA22,211287,Yeni Malatyaspor,2.4,12,01/07/2019 00:00,2025,4.5
FIFA22,208335,Sport-Club Freiburg,2.1,18,01/07/2015 00:00,2022,3.8
FIFA22,178535,Club Atlético Banfield,2,13,02/01/2020 00:00,2020,3
FIFA22,213871,Urawa Red Diamonds,2.7,11,01/04/2021 00:00,2022,3.7
FIFA22,233225,Kawasaki Frontale,2,9,01/01/2014 00:00,2022,2.6
FIFA22,253695,SK Slavia Praha,3,600,03/09/2019 00:00,2022,6.5
FIFA22,213432,RC Celta de Vigo,2.3,18,02/02/2021 00:00,2021,4.8
FIFA22,227558,BSC Young Boys,3.3,13,01/07/2021 00:00,2024,5.2
FIFA22,225236,Universidad Católica,4.9,8,23/08/2014 00:00,2021,7.8
FIFA22,211826,1. FC Köln,1.6,18,01/07/2018 00:00,2022,2.9
FIFA22,201122,Bristol City,2.2,23,01/07/2019 00:00,2023,4.3
FIFA22,251191,Clermont Foot 63,2.8,14,13/06/2019 00:00,2024,5.8
FIFA22,213815,Brøndby IF,2.9,13,01/07/2018 00:00,2022,3.8
FIFA22,230074,FC Girondins de Bordeaux,3,14,01/07/2019 00:00,2023,6.2
FIFA22,230407,Santos,2.4,12,08/07/2021 00:00,2024,4.6
FIFA22,230503,Grêmio,2.3,23,08/07/2021 00:00,2024,4.4
FIFA22,223138,Nîmes Olympique,2.6,6,01/07/2014 00:00,2022,4.9
FIFA22,228684,Blackburn Rovers,5,24,01/07/2015 00:00,2022,10.5
FIFA22,246469,Club Atlético Banfield,5.5,9,30/11/2018 00:00,2024,9.4
FIFA22,235812,APOEL Nicosia FC,2.5,1,01/07/2021 00:00,2024,5.4
FIFA22,186140,Panathinaikos FC,2.3,750,03/09/2018 00:00,2023,5.1
FIFA22,195671,Queens Park Rangers,2,15,01/07/2021 00:00,2023,3.8
FIFA22,224438,New England Revolution,3.4,6,01/01/2020 00:00,2022,5.4
FIFA22,230277,Internacional,2.8,14,08/07/2021 00:00,2024,5.3
FIFA22,234843,VfL Bochum 1848,3.4,14,01/07/2016 00:00,2023,6.8
FIFA22,168326,Hellas Verona,1.1,17,25/07/2019 00:00,2021,2.7
FIFA22,233329,Santa Clara,2.4,5,31/08/2020 00:00,2022,5.2
FIFA22,227557,Belenenses SAD,4.7,6,02/09/2019 00:00,2022,10.6
FIFA22,188197,Club Atlético Colón,1.5,11,30/01/2020 00:00,2022,2.3
FIFA22,244832,Club Libertad,5,900,01/01/2019 00:00,2024,12
FIFA22,207516,Nagoya Grampus,2.4,6,20/07/2021 00:00,2022,3
FIFA22,228861,Jeonbuk Hyundai Motors,2.3,10,18/01/2021 00:00,2022,3
FIFA22,205478,SK Slavia Praha,2.4,850,30/01/2020 00:00,2023,5
FIFA22,217620,Royal Antwerp FC,2.2,15,29/08/2018 00:00,2023,3.5
FIFA22,251408,Kaizer Chiefs,2.3,850,02/07/2019 00:00,2022,5.1
FIFA22,198970,Columbus Crew,1.9,6,03/01/2017 00:00,2025,2.9
FIFA22,251325,SpVgg Greuther Fürth,2.9,15,01/07/2019 00:00,2022,5.4
FIFA22,235161,FC Girondins de Bordeaux,3.8,17,26/01/2019 00:00,2023,8.4
FIFA22,230414,São Paulo,2.6,24,08/07/2021 00:00,2024,4.9
FIFA22,187324,Lazio,2.4,30,01/07/2015 00:00,2019,4.1
FIFA22,187517,PFC CSKA Moscow,1.5,26,01/01/2011 00:00,2022,2.4
FIFA22,239097,SC Paderborn 07,2.5,14,08/01/2020 00:00,2022,4
FIFA22,179972,Göztepe SK,2.8,19,10/07/2019 00:00,2021,5.6
FIFA22,191083,Aarhus GF,2,13,11/01/2019 00:00,2023,2.5
FIFA22,231874,1. FC Köln,3.1,15,01/07/2017 00:00,2022,5.8
FIFA22,234791,Olympique de Marseille,2.7,23,20/07/2021 00:00,2025,5.3
FIFA22,230389,RB Bragantino,2,12,05/07/2021 00:00,2024,3.8
FIFA22,192373,Rosario Central,1.9,14,13/07/2021 00:00,2022,2.9
FIFA22,5879,Spezia,1.6,5,03/10/2017 00:00,2019,2.6
FIFA22,196801,FC Girondins de Bordeaux,1.5,17,01/07/2019 00:00,2023,3
FIFA22,247500,Real Betis Balompié,3.4,13,06/07/2018 00:00,2023,7.8
FIFA22,189576,CA Osasuna,2.4,18,05/07/2021 00:00,2022,5.2
FIFA22,232869,Gamba Osaka,2.2,9,03/02/2020 00:00,2025,2.9
FIFA22,206529,Ferencvárosi TC,2.5,900,05/08/2019 00:00,2022,5.5
FIFA22,223994,Incheon United FC,2.3,5,08/02/2018 00:00,2023,2.9
FIFA22,234832,Birmingham City,2.5,15,25/06/2018 00:00,2022,4.9
FIFA22,201208,Suwon Samsung Bluewings,2.2,5,25/09/2020 00:00,2022,2.9
FIFA22,233219,FC Girondins de Bordeaux,2.9,17,14/07/2017 00:00,2021,6
FIFA22,223543,Al Hazem,2.4,16,28/01/2020 00:00,2022,4
FIFA22,194415,Club Universitario de Deportes,1.5,950,07/01/2019 00:00,2022,3.2
FIFA22,187298,Santos Laguna,1.6,14,01/01/2019 00:00,2023,2.7
FIFA22,232658,Vitesse,4.4,10,04/07/2018 00:00,2022,7.5
FIFA22,212107,Göztepe SK,1.1,12,31/01/2021 00:00,2022,2.2
FIFA22,226772,Club Atlético Independiente,1.9,10,13/07/2021 00:00,2022,2.9
FIFA22,210450,Genoa,2.4,12,31/08/2021 00:00,2025,4.5
FIFA22,215569,CA Osasuna,2.2,18,01/07/2011 00:00,2023,4.8
FIFA22,231588,RCD Mallorca,3.5,14,01/07/2015 00:00,2023,8.4
FIFA22,233201,AFC Bournemouth,4.9,19,22/01/2019 00:00,2023,10.3
FIFA22,234515,BSC Young Boys,2.3,12,17/07/2020 00:00,2023,3.5
FIFA22,242384,Vissel Kobe,1.5,9,11/01/2020 00:00,2022,2
FIFA22,223033,1. FC Köln,3.2,15,20/07/2017 00:00,2023,6
FIFA22,212607,New York City FC,1.6,6,16/07/2016 00:00,2026,2.4
FIFA22,215965,Al Hazem,3.1,16,30/08/2019 00:00,2022,5.3
FIFA22,189561,Trabzonspor,2.3,20,24/06/2021 00:00,2024,4.6
FIFA22,185144,Lecce,1.9,4,26/08/2020 00:00,2022,3
FIFA22,183491,Brentford,1.6,29,09/09/2021 00:00,2022,3.2
FIFA22,213938,Genoa,2.6,12,31/08/2016 00:00,2022,4.9
FIFA22,238230,Club Deportes Tolima,5.5,1,01/04/2017 00:00,2024,9.3
FIFA22,231002,Celtic,3.5,27,01/09/2015 00:00,2021,6.6
FIFA22,258781,Dynamo Kyiv,4.6,500,01/07/2019 00:00,2025,11
FIFA22,215437,Middlesbrough,2.5,19,29/01/2021 00:00,2023,4.9
FIFA22,257025,Olympique de Marseille,5,16,01/07/2021 00:00,2025,10.5
FIFA22,229793,Yeni Malatyaspor,3.6,11,14/07/2021 00:00,2025,7.3
FIFA22,237604,Atlanta United,4.4,5,08/04/2021 00:00,2025,7.5
FIFA22,233841,KRC Genk,4.9,10,02/07/2019 00:00,2024,8.3
FIFA22,230218,Fluminense,2,16,07/07/2021 00:00,2024,3.8
FIFA22,192333,FC Utrecht,2,13,08/02/2020 00:00,2020,3
FIFA22,223159,Queens Park Rangers,3.1,12,01/09/2020 00:00,2024,6.1
FIFA22,200607,1. FC Nürnberg,1.6,9,01/07/2021 00:00,2023,2.6
FIFA22,199244,FC Viktoria Plzeň,1.6,750,12/07/2012 00:00,2022,3.5
FIFA22,252168,Vélez Sarsfield,3,9,01/07/2019 00:00,2023,4.7
FIFA22,240034,AC Sparta Praha,2,800,01/07/2017 00:00,2022,4.4
FIFA22,202002,Nîmes Olympique,2.2,16,01/07/2018 00:00,2021,4.6
FIFA22,232225,DSC Arminia Bielefeld,3.6,17,01/07/2021 00:00,2025,6.8
FIFA22,233075,Cádiz CF,1.6,19,21/07/2016 00:00,2023,3.5
FIFA22,181560,Olympique Lyonnais,2.5,37,14/08/2015 00:00,2020,4.8
FIFA22,204233,Chelsea,3.2,51,24/10/2013 00:00,2022,6.2
FIFA22,245131,Dynamo Kyiv,5.5,500,01/07/2017 00:00,2023,15.5
FIFA22,219688,Cádiz CF,1.9,19,12/07/2017 00:00,2022,4.2
FIFA22,238224,Hebei FC,2.8,12,21/02/2019 00:00,2021,4.6
FIFA22,241031,Club Atlético Colón,4.4,7,01/07/2017 00:00,2022,7.5
FIFA22,230718,Ferencvárosi TC,2.3,750,19/01/2017 00:00,2025,5.1
FIFA22,206606,Karlsruher SC,2.4,13,01/07/2019 00:00,2022,3.7
FIFA22,201529,Frosinone,2.8,4,17/08/2018 00:00,2021,4.5
FIFA22,244265,Kasimpaşa SK,3,12,27/08/2018 00:00,2022,6.2
FIFA22,199779,Fortuna Düsseldorf,2.2,17,01/07/2017 00:00,2023,3.7
FIFA22,181404,Portland Timbers,1.1,6,10/07/2017 00:00,2021,1.7
FIFA22,194947,Qingdao FC,1.1,10,28/02/2020 00:00,2022,1.7
FIFA22,192622,Brighton & Hove Albion,2,35,26/08/2016 00:00,2023,3.8
FIFA22,258782,Empoli,3,25,10/08/2021 00:00,2025,5.6
FIFA22,221219,SL Benfica,3.1,9,01/07/2018 00:00,2023,6.4
FIFA22,227537,SC Heerenveen,2.3,8,28/08/2020 00:00,2023,3.3
FIFA22,205215,Al Faisaly,1.5,11,14/01/2017 00:00,2022,2.5
FIFA22,258946,Atalanta,4.9,20,31/07/2021 00:00,2025,9.3
FIFA22,230672,Southampton,4.9,27,25/08/2021 00:00,2025,10.3
FIFA22,209063,Çaykur Rizespor,2,11,01/07/2021 00:00,2023,4
FIFA22,188270,Dijon FCO,1.5,4,19/07/2019 00:00,2022,2.7
FIFA22,235499,Olympique Lyonnais,1.9,34,05/10/2020 00:00,2021,3.6
FIFA22,253289,Club Nacional de Football,4.4,750,01/01/2017 00:00,2021,10.6
FIFA22,245238,Real Valladolid CF,4.9,7,01/07/2020 00:00,2024,8.8
FIFA22,178679,Royal Antwerp FC,2.1,10,13/07/2017 00:00,2018,3.1
FIFA22,204496,Preston North End,2.4,23,01/07/2019 00:00,2022,4.7
FIFA22,260314,SK Slavia Praha,2.9,700,17/07/2019 00:00,2022,6.3
FIFA22,238945,Ferencvárosi TC,2.4,800,31/08/2017 00:00,2022,5.5
FIFA22,180706,Watford,1.5,32,24/06/2014 00:00,2023,2.9
FIFA22,190507,SD Eibar,1.1,8,15/07/2021 00:00,2022,1.8
FIFA22,236505,Moreirense FC,2.7,10,01/07/2021 00:00,2024,5.9
FIFA22,206662,FC Dallas,1.6,6,01/01/2012 00:00,2022,2.4
FIFA22,258308,Dynamo Kyiv,3.5,600,10/07/2015 00:00,2025,8.4
FIFA22,244068,Sport-Club Freiburg,3,15,01/07/2018 00:00,2022,5.6
FIFA22,229266,Tottenham Hotspur,4.9,40,16/10/2020 00:00,2025,10.3
FIFA22,228419,Barnsley,3.4,24,21/06/2019 00:00,2023,7
FIFA22,194053,SV Darmstadt 98,1.9,11,03/07/2021 00:00,2022,2.9
